geneId,geneName,bnumber,leftEndPos,rightEndPos,strand
RDBECOLIGNC02522,rrsB,b3968,4166659.0,4168200.0,forward
RDBECOLIGNC02523,rrsC,b3756,3941808.0,3943349.0,forward
RDBECOLIGNC02524,rrsD,b3278,3427221.0,3428762.0,reverse
RDBECOLIGNC02525,rrsE,b4007,4208147.0,4209688.0,forward
RDBECOLIGNC02526,rrsG,b2591,2729616.0,2731157.0,reverse
RDBECOLIGNC02527,rrsH,b0201,223771.0,225312.0,forward
RDBECOLIGNC02528,rrfF,b3272,3423423.0,3423542.0,reverse
RDBECOLIGNC02529,selC,b3658,3836222.0,3836316.0,forward
RDBECOLIGNC02530,serT,b0971,1031625.0,1031712.0,reverse
RDBECOLIGNC02531,serU,b1975,2043468.0,2043557.0,reverse
RDBECOLIGNC02532,serV,b2695,2818553.0,2818645.0,reverse
RDBECOLIGNC02533,serW,b0883,925884.0,925971.0,reverse
RDBECOLIGNC02534,serX,b1032,1097565.0,1097652.0,reverse
RDBECOLIGNC02535,spf,b3864,4049899.0,4050009.0,forward
RDBECOLIGNC02536,ssrS,b2911,3055983.0,3056165.0,forward
RDBECOLIGNC02537,ssrA,b2621,2755593.0,2755955.0,forward
RDBECOLIGNC02538,thrT,b3979,4175754.0,4175829.0,forward
RDBECOLIGNC02539,thrU,b3976,4175388.0,4175463.0,forward
RDBECOLIGNC02540,thrV,b3273,3423580.0,3423655.0,reverse
RDBECOLIGNC02541,thrW,b0244,262871.0,262946.0,forward
RDBECOLIGNC02542,trpT,b3761,3946957.0,3947032.0,forward
RDBECOLIGNC02543,tyrT,b1231,1287538.0,1287622.0,reverse
RDBECOLIGNC02544,tyrU,b3977,4175472.0,4175556.0,forward
RDBECOLIGNC02545,tyrV,b1230,1287244.0,1287328.0,reverse
RDBECOLIGNC02546,valT,b0744,780765.0,780840.0,forward
RDBECOLIGNC02547,valU,b2401,2520931.0,2521006.0,forward
RDBECOLIGNC02548,valV,b1665,1746435.0,1746511.0,forward
RDBECOLIGNC02549,valW,b1666,1746516.0,1746592.0,forward
RDBECOLIGNC02550,valX,b2402,2521051.0,2521126.0,forward
RDBECOLIGNC02551,valY,b2403,2521173.0,2521248.0,forward
RDBECOLIGNC02552,dicF,b1574,1649382.0,1649434.0,forward
RDBECOLIGNC02553,oxyS,b4458,4158278.0,4158394.0,reverse
RDBECOLIGNC02554,metW,b2815,2947497.0,2947573.0,forward
RDBECOLIGNC02555,rplU,b3186,3333140.0,3333451.0,reverse
RDBECOLIGNC02556,rpmA,b3185,3332862.0,3333119.0,reverse
RDBECOLIGNC02557,acpP,b1094,1151615.0,1151851.0,forward
RDBECOLIGNC02558,rmf,b0953,1015715.0,1015882.0,forward
RDBECOLIGNC02559,nfsB,b0578,604771.0,605424.0,reverse
RDBECOLIGNC02560,eutB,b2441,2557318.0,2558679.0,reverse
RDBECOLIGNC02561,eutC,b2440,2556410.0,2557297.0,reverse
RDBECOLIGNC02562,cybC,b4236,4459488.0,4459855.0,forward
RDBECOLIGNC02563,gadA,b3517,3666180.0,3667580.0,reverse
RDBECOLIGNC02564,frmA,b0356,378462.0,379571.0,reverse
RDBECOLIGNC02565,folP,b3177,3324063.0,3324911.0,reverse
RDBECOLIGNC02566,istR,b4616,3853118.0,3853257.0,reverse
RDBECOLIGNC02567,istR-1,,3853118.0,3853192.0,reverse
RDBECOLIGNC02568,sgcB,b4565,4530255.0,4530533.0,reverse
RDBECOLIGNC02569,ymgF,b4520,1218983.0,1219201.0,forward
RDBECOLIGNC02570,insA4,b4516,1049833.0,1050108.0,forward
RDBECOLIGNC02571,yafF,b4503,239190.0,239378.0,forward
RDBECOLIGNC02572,ykfH,b4504,264026.0,264247.0,reverse
RDBECOLIGNC02573,insX,b4505,280114.0,280362.0,reverse
RDBECOLIGNC02574,ykgO,b4506,312374.0,312514.0,reverse
RDBECOLIGNC02575,ylcG,b4509,573730.0,573870.0,forward
RDBECOLIGNC02576,rzoD,b4510,578327.0,578509.0,forward
RDBECOLIGNC02577,ybdZ,b4511,613942.0,614160.0,forward
RDBECOLIGNC02578,ybdD,b4512,632182.0,632379.0,forward
RDBECOLIGNC02579,kdpF,b4513,728732.0,728821.0,reverse
RDBECOLIGNC02580,ybfQ,b4514,736445.0,736699.0,forward
RDBECOLIGNC02581,cydX,b4515,774196.0,774309.0,forward
RDBECOLIGNC02582,ymdF,b4518,1068081.0,1068254.0,forward
RDBECOLIGNC02583,ycgI,b4521,1223564.0,1223907.0,forward
RDBECOLIGNC02584,ymjB,b4524,1381789.0,1381902.0,forward
RDBECOLIGNC02585,ymjC,b4525,1390680.0,1390862.0,reverse
RDBECOLIGNC02586,ydaF,b4527,1419156.0,1419311.0,reverse
RDBECOLIGNC02587,rzoR,b4528,1423400.0,1423585.0,forward
RDBECOLIGNC02588,ydbJ,b4529,1441058.0,1441324.0,forward
RDBECOLIGNC02589,hicA,b4532,1509286.0,1509462.0,forward
RDBECOLIGNC02590,ynfO,b4533,1636756.0,1636989.0,forward
RDBECOLIGNC02591,yniD,b4535,1805165.0,1805272.0,forward
RDBECOLIGNC02592,yobH,b4536,1908925.0,1909164.0,forward
RDBECOLIGNC02593,yecJ,b4537,1987507.0,1987758.0,reverse
RDBECOLIGNC02594,yoeF,b4538,2078575.0,2078931.0,forward
RDBECOLIGNC02595,yehK,b4541,2203972.0,2204289.0,forward
RDBECOLIGNC02596,yohO,b4542,2215657.0,2215764.0,forward
RDBECOLIGNC02597,arnE,b4544,2372557.0,2372892.0,forward
RDBECOLIGNC02598,ypdJ,b4545,2476094.0,2476234.0,forward
RDBECOLIGNC02599,ypeB,b4546,2527941.0,2528159.0,reverse
RDBECOLIGNC02600,ypfN,b4547,2592762.0,2592962.0,forward
RDBECOLIGNC02601,ypjJ,b4548,2776877.0,2777077.0,forward
RDBECOLIGNC02602,arfA,b4550,3438431.0,3438649.0,reverse
RDBECOLIGNC02603,yheV,b4551,3478592.0,3478792.0,reverse
RDBECOLIGNC02604,ysaB,b4553,3725413.0,3725712.0,reverse
RDBECOLIGNC02605,yibT,b4554,3776171.0,3776380.0,reverse
RDBECOLIGNC02606,yicS,b4555,3840215.0,3840508.0,forward
RDBECOLIGNC02607,yidD,b4557,3884816.0,3885073.0,forward
RDBECOLIGNC02608,lptM,b4558,3994522.0,3994725.0,forward
RDBECOLIGNC02609,ghoT,b4559,4352908.0,4353081.0,forward
RDBECOLIGNC02610,topAI,b4566,4533796.0,4534053.0,reverse
RDBECOLIGNC02611,yjjZ,b4567,4605804.0,4606040.0,forward
RDBECOLIGNC02612,ytjA,b4568,4612128.0,4612289.0,forward
RDBECOLIGNC02613,yeiW,b4502,2265041.0,2265295.0,reverse
RDBECOLIGNC02614,ymiA,b4522,1335148.0,1335288.0,forward
RDBECOLIGNC02615,yciX,b4523,1335291.0,1335458.0,forward
RDBECOLIGNC02616,insEF1,,315291.0,316453.0,forward
RDBECOLIGNC02617,insEF5,,2170236.0,2171398.0,forward
RDBECOLIGNC02618,insEF2,,391739.0,392901.0,reverse
RDBECOLIGNC02619,insEF3,,566842.0,568004.0,forward
RDBECOLIGNC02620,insEF4,,1094275.0,1095437.0,reverse
RDBECOLIGNC02621,insAB1,,19811.0,20508.0,reverse
RDBECOLIGNC02622,insAB4,,1049833.0,1050530.0,forward
RDBECOLIGNC02623,insAB2,,279178.0,279875.0,reverse
RDBECOLIGNC02624,insAB3,,290649.0,291346.0,reverse
RDBECOLIGNC02625,insAB5,,1978518.0,1979215.0,reverse
RDBECOLIGNC02626,insAB6,,3583483.0,3584180.0,forward
RDBECOLIGNC02627,insCD1,,381351.0,382579.0,forward
RDBECOLIGNC02628,insCD2,,1467921.0,1469149.0,reverse
RDBECOLIGNC02629,insCD3,,2068952.0,2070180.0,reverse
RDBECOLIGNC02630,insCD4,,2996372.0,2997600.0,reverse
RDBECOLIGNC02631,insCD5,,3186187.0,3187415.0,forward
RDBECOLIGNC02632,insCD6,,4498272.0,4499500.0,forward
RDBECOLIGNC02633,yahH,b0322,339769.0,340089.0,forward
RDBECOLIGNC02634,peaD,b4508,566376.0,566687.0,forward
RDBECOLIGNC02635,icdC,b4519,1211413.0,1211577.0,forward
RDBECOLIGNC02636,yncK,b4578,1503218.0,1503649.0,reverse
RDBECOLIGNC02637,ynfP,b4534,1652728.0,1652838.0,reverse
RDBECOLIGNC02638,ypaA,b4543,2357816.0,2358001.0,forward
RDBECOLIGNC02639,yrhC,b4552,3623887.0,3624132.0,forward
RDBECOLIGNC02640,insM,b4561,4508684.0,4508942.0,reverse
RDBECOLIGNC02641,insB7,b4576,4518721.0,4519224.0,forward
RDBECOLIGNC02642,rseX,b4603,2033649.0,2033739.0,forward
RDBECOLIGNC02643,uof,b4637,710639.0,710725.0,reverse
RDBECOLIGNC02644,ykfM,b4586,238257.0,238736.0,reverse
RDBECOLIGNC02645,ylcH,b4588,572368.0,572469.0,forward
RDBECOLIGNC02646,ylcI,b4589,580251.0,580445.0,reverse
RDBECOLIGNC02647,ybfK,b4590,720583.0,720840.0,forward
RDBECOLIGNC02648,ybhU,b4591,813114.0,813251.0,reverse
RDBECOLIGNC02649,appX,b4592,1040445.0,1040537.0,forward
RDBECOLIGNC02650,ymgI,b4593,1222990.0,1223163.0,reverse
RDBECOLIGNC02651,ymgJ,b4594,1223264.0,1223449.0,forward
RDBECOLIGNC02652,yciZ,b4596,1344436.0,1344609.0,reverse
RDBECOLIGNC02653,rydC,b4597,1491442.0,1491506.0,reverse
RDBECOLIGNC02654,ydgU,b4601,1671777.0,1671860.0,forward
RDBECOLIGNC02655,cydH,b4602,1737456.0,1737545.0,reverse
RDBECOLIGNC02656,yojO,b4604,2303606.0,2303770.0,forward
RDBECOLIGNC02657,ypaB,b4605,2344594.0,2344737.0,reverse
RDBECOLIGNC02658,ryfB,b4607,2700059.0,2700377.0,reverse
RDBECOLIGNC02659,ohsC,b4608,2700520.0,2700598.0,forward
RDBECOLIGNC02660,ryfD,b4609,2734153.0,2734295.0,reverse
RDBECOLIGNC02661,ygdT,b4610,2969330.0,2969476.0,reverse
RDBECOLIGNC02662,sibE,b4611,3195097.0,3195240.0,reverse
RDBECOLIGNC02663,yrhD,b4612,3584404.0,3584559.0,forward
RDBECOLIGNC02664,sokA,b4614,3722077.0,3722111.0,forward
RDBECOLIGNC02665,yibV,b4615,3769345.0,3769680.0,forward
RDBECOLIGNC02666,yjbT,b4620,4239777.0,4240055.0,reverse
RDBECOLIGNC02667,yjbS,b4621,4268809.0,4269012.0,reverse
RDBECOLIGNC02668,ytcA,b4622,4304128.0,4304403.0,reverse
RDBECOLIGNC02669,ryjB,b4624,4527977.0,4528066.0,forward
RDBECOLIGNC02670,symR,b4625,4579835.0,4579911.0,forward
RDBECOLIGNC02671,ykfL,b4627,266553.0,266774.0,reverse
RDBECOLIGNC02672,ykfK,b4628,266776.0,266967.0,reverse
RDBECOLIGNC02673,ythA,b4655,4506448.0,4506573.0,forward
RDBECOLIGNC02674,sgrT,b4662,77388.0,77519.0,forward
RDBECOLIGNC02675,insJK,,3720680.0,3722049.0,forward
RDBECOLIGNC02676,ibsE,b4666,3195141.0,3195200.0,forward
RDBECOLIGNC02677,ibsD,b4664,3194766.0,3194825.0,forward
RDBECOLIGNC02678,ibsC,b4665,3056890.0,3056949.0,reverse
RDBECOLIGNC02679,ibsB,b4668,2153681.0,2153737.0,reverse
RDBECOLIGNC02680,ibsA,b4667,2153349.0,2153408.0,reverse
RDBECOLIGNC02681,shoB,b4687,2700117.0,2700197.0,reverse
RDBECOLIGNC02682,ilvX,b4669,3950507.0,3950557.0,forward
RDBECOLIGNC02683,yjeV,b4670,4392892.0,4392945.0,forward
RDBECOLIGNC02684,yoeI,b4678,2087052.0,2087114.0,reverse
RDBECOLIGNC02685,yobI,b4677,1946115.0,1946180.0,reverse
RDBECOLIGNC02686,ymjD,b4673,1390868.0,1390933.0,reverse
RDBECOLIGNC02687,ynbG,b4674,1465165.0,1465230.0,reverse
RDBECOLIGNC02688,ypdK,b4680,2496921.0,2496992.0,forward
RDBECOLIGNC02689,yoaJ,b4675,1878874.0,1878948.0,forward
RDBECOLIGNC02690,yoaK,b4676,1878773.0,1878871.0,forward
RDBECOLIGNC02691,yqeL,b4683,2989819.0,2989899.0,reverse
RDBECOLIGNC02692,yrbN,b4685,3307853.0,3307933.0,reverse
RDBECOLIGNC02693,yohP,b4679,2228982.0,2229065.0,forward
RDBECOLIGNC02694,azuC,b4663,1987873.0,1987959.0,reverse
RDBECOLIGNC02695,ykgR,b4671,313141.0,313242.0,reverse
RDBECOLIGNC02696,yqcG,b4682,2905557.0,2905697.0,forward
RDBECOLIGNC02697,yqfG,b4684,3032817.0,3032942.0,forward
RDBECOLIGNC02698,yshB,b4686,4053647.0,4053757.0,reverse
RDBECOLIGNC02699,mgrR,b4698,1622817.0,1622914.0,reverse
RDBECOLIGNC02700,fnrS,b4699,1409129.0,1409250.0,forward
RDBECOLIGNC02701,ykgQ,b4631,317439.0,317567.0,forward
RDBECOLIGNC02702,mgtL,b4702,4467431.0,4467484.0,forward
RDBECOLIGNC02703,arrS,b4704,3657985.0,3658054.0,reverse
RDBECOLIGNC02704,sokX,b4701,2887353.0,2887411.0,forward
RDBECOLIGNC02705,eyeA,b4690,272580.0,272654.0,forward
RDBECOLIGNC02706,G0-10697,,1299474.0,1300927.0,forward
RDBECOLIGNC02707,G0-10698,,1670949.0,1671136.0,reverse
RDBECOLIGNC02708,sdsN,b4719,1996921.0,1997057.0,forward
RDBECOLIGNC02709,G0-10700,,2278258.0,2278498.0,reverse
RDBECOLIGNC02710,och5,,3067187.0,3067344.0,forward
RDBECOLIGNC02711,G0-10702,,3354064.0,3354169.0,forward
RDBECOLIGNC02712,G0-10703,,3367613.0,3367770.0,reverse
RDBECOLIGNC02713,G0-10704,,4001191.0,4001334.0,forward
RDBECOLIGNC02714,G0-10705,,4058171.0,4058242.0,forward
RDBECOLIGNC02715,G0-10706,,4441225.0,4441330.0,reverse
RDBECOLIGNC02716,pmrR,b4703,4332116.0,4332205.0,forward
RDBECOLIGNC02717,mntS,b4705,852869.0,852997.0,reverse
RDBECOLIGNC02718,iroK,b4706,2668006.0,2668071.0,reverse
RDBECOLIGNC02719,esrE,b4707,4019978.0,4020229.0,forward
RDBECOLIGNC02720,nc1,,297137.0,297304.0,reverse
RDBECOLIGNC02721,agrA,b4712,3648063.0,3648144.0,forward
RDBECOLIGNC02722,agrB,b4713,3648294.0,3648375.0,forward
RDBECOLIGNC02723,ralA,b4714,1413556.0,1413734.0,forward
RDBECOLIGNC02724,micL,b4717,1958441.0,1958747.0,reverse
RDBECOLIGNC02725,ryeG,,2470472.0,2470665.0,reverse
RDBECOLIGNC02726,3'ETS-<i>leuZ</i>,b4759,1991748.0,1991814.0,reverse
RDBECOLIGNC02727,insB9,b4710,257923.0,258426.0,reverse
RDBECOLIGNC02728,insA9,b4709,258345.0,258620.0,reverse
RDBECOLIGNC02729,insH21,b4711,1299567.0,1300547.0,forward
RDBECOLIGNC02730,ytiA,b4715,4563668.0,4563925.0,reverse
RDBECOLIGNC02731,cpxQ,b4716,4106330.0,4106387.0,forward
RDBECOLIGNC02732,ypjI,b4644,2775545.0,2775816.0,forward
RDBECOLIGNC02733,pawZ,b4643,2476584.0,2476598.0,forward
RDBECOLIGNC02734,yoeD,b4642,2078549.0,2078677.0,reverse
RDBECOLIGNC02735,yoeH,b4641,2068261.0,2068419.0,reverse
RDBECOLIGNC02736,yoeG,b4640,2067360.0,2067892.0,reverse
RDBECOLIGNC02737,yeeH,b4639,2066068.0,2066154.0,reverse
RDBECOLIGNC02738,ttcC,b4638,1434958.0,1435008.0,reverse
RDBECOLIGNC02739,psaA,b4645,2777972.0,2777985.0,forward
RDBECOLIGNC02740,yrdE,b4646,3404638.0,3405031.0,forward
RDBECOLIGNC02741,rirA,b4760,3808166.0,3808238.0,reverse
RDBECOLIGNC02742,mokA,b4647,3720448.0,3720632.0,reverse
RDBECOLIGNC02743,ysaC,b4648,3750813.0,3750914.0,reverse
RDBECOLIGNC02744,ysaD,b4649,3750918.0,3751109.0,forward
RDBECOLIGNC02745,yibS,b4650,3768639.0,3768890.0,forward
RDBECOLIGNC02746,yibW,b4651,3768892.0,3769256.0,forward
RDBECOLIGNC02747,yibU,b4652,3769948.0,3770146.0,forward
RDBECOLIGNC02748,yicT,b4653,3836425.0,3836556.0,forward
RDBECOLIGNC02749,yjdQ,b4654,4362191.0,4362353.0,reverse
RDBECOLIGNC02750,yjhY,b4656,4532050.0,4532310.0,reverse
RDBECOLIGNC02751,yjhZ,b4657,4534430.0,4534675.0,reverse
RDBECOLIGNC02752,ymiB,b4672,1346796.0,1346900.0,forward
RDBECOLIGNC02753,ykgS,b4688,290510.0,290638.0,forward
RDBECOLIGNC02754,rzoQ,b4689,1639080.0,1639334.0,reverse
RDBECOLIGNC02755,yrdF,b4697,3404495.0,3404637.0,forward
RDBECOLIGNC02756,b4700,b4700,607734.0,607792.0,forward
RDBECOLIGNC02757,insI2,b4708,279931.0,280104.0,forward
RDBECOLIGNC02758,gadF,b4718,3658992.0,3659082.0,forward
RDBECOLIGNC02759,idlP,b4722,4556913.0,4556996.0,forward
RDBECOLIGNC02760,ytiC,b4720,4556574.0,4556675.0,forward
RDBECOLIGNC02761,ytiD,b4721,4556654.0,4556797.0,forward
RDBECOLIGNC02762,ymcF,b4723,1051684.0,1051872.0,forward
RDBECOLIGNC02763,ynfQ,b4724,1638256.0,1638444.0,reverse
RDBECOLIGNC02764,rseD,b4725,2710009.0,2710164.0,reverse
RDBECOLIGNC02765,gndA,,2100863.0,2101027.0,reverse
RDBECOLIGNC02766,naRNA1,,4326305.0,4326381.0,reverse
RDBECOLIGNC02767,naRNA2,,4326205.0,4326281.0,reverse
RDBECOLIGNC02768,naRNA3,,4326105.0,4326181.0,reverse
RDBECOLIGNC02769,naRNA4,,4326005.0,4326081.0,reverse
RDBECOLIGNC02770,naRNA5,,4325905.0,4325981.0,reverse
RDBECOLIGNC02771,naRNA6,,4325805.0,4325881.0,reverse
RDBECOLIGNC02772,pspH,b4758,4263139.0,4263249.0,forward
RDBECOLIGNC02773,ylbI,b4632,529497.0,529592.0,forward
RDBECOLIGNC02774,ybfI,b4636,716721.0,716870.0,reverse
RDBECOLIGNC02775,ykfN,b4626,263150.0,263212.0,reverse
RDBECOLIGNC02776,ykgP,b4630,313716.0,313805.0,reverse
RDBECOLIGNC02777,xisD,b4633,565858.0,566079.0,reverse
RDBECOLIGNC02778,aaaD,b4634,581354.0,581662.0,forward
RDBECOLIGNC02779,oweE,b4692,1204170.0,1204403.0,forward
RDBECOLIGNC02780,aaaE,b4693,1204401.0,1205537.0,forward
RDBECOLIGNC02781,yabR,b4726,85467.0,85511.0,reverse
RDBECOLIGNC02782,yacM,b4727,113244.0,113288.0,forward
RDBECOLIGNC02783,yadW,b4728,176552.0,176617.0,forward
RDBECOLIGNC02784,ykgV,b4729,294918.0,295142.0,reverse
RDBECOLIGNC02785,yahV,b4730,331802.0,331876.0,forward
RDBECOLIGNC02786,ykiC,b4731,383960.0,384079.0,forward
RDBECOLIGNC02787,ykiD,b4732,408947.0,409030.0,forward
RDBECOLIGNC02788,ylcJ,b4733,568695.0,568844.0,forward
RDBECOLIGNC02789,yldA,b4734,643330.0,643419.0,reverse
RDBECOLIGNC02790,ybgU,b4735,754674.0,754781.0,reverse
RDBECOLIGNC02791,yliM,b4736,850332.0,850397.0,forward
RDBECOLIGNC02792,ymdG,b4737,1079120.0,1079146.0,forward
RDBECOLIGNC02793,ymgK,b4738,1212260.0,1212304.0,reverse
RDBECOLIGNC02794,ymgL,b4739,1212540.0,1212650.0,reverse
RDBECOLIGNC02795,ymgM,b4740,1240260.0,1240463.0,forward
RDBECOLIGNC02796,ymiC,b4741,1335572.0,1335667.0,forward
RDBECOLIGNC02797,ymjE,b4742,1359177.0,1359341.0,reverse
RDBECOLIGNC02798,ynaM,b4744,1434293.0,1434406.0,reverse
RDBECOLIGNC02799,yncO,b4745,1530319.0,1530504.0,reverse
RDBECOLIGNC02800,yddY,b4746,1567178.0,1567219.0,reverse
RDBECOLIGNC02801,yneP,b4747,1579545.0,1579667.0,forward
RDBECOLIGNC02802,ynfT,b4748,1632890.0,1633003.0,forward
RDBECOLIGNC02803,ynfR,b4749,1638188.0,1638253.0,reverse
RDBECOLIGNC02804,ynfS,b4750,1642122.0,1642211.0,forward
RDBECOLIGNC02805,yoaL,b4751,1901573.0,1901731.0,reverse
RDBECOLIGNC02806,yecU,b4752,1995655.0,1995831.0,forward
RDBECOLIGNC02807,yqfH,b4753,3032939.0,3033010.0,reverse
RDBECOLIGNC02808,yqfI,b4754,3050958.0,3051041.0,forward
RDBECOLIGNC02809,yqhI,b4755,3147597.0,3147740.0,reverse
RDBECOLIGNC02810,yqiD,b4756,3183381.0,3183551.0,reverse
RDBECOLIGNC02811,ysdD,b4757,3884026.0,3884106.0,forward
RDBECOLIGNC02812,sdhX,b4764,765050.0,765150.0,forward
RDBECOLIGNC02813,yadX,b4765,175048.0,175095.0,forward
RDBECOLIGNC02814,argL,b4766,290275.0,290370.0,reverse
RDBECOLIGNC02815,ytiB,b4767,391592.0,391648.0,reverse
RDBECOLIGNC02816,ybgV,b4768,754658.0,754690.0,reverse
RDBECOLIGNC02817,ybiE,b4769,837503.0,837562.0,forward
RDBECOLIGNC02818,yljB,b4770,922740.0,922814.0,forward
RDBECOLIGNC02819,ychT,b4771,1298514.0,1298567.0,forward
RDBECOLIGNC02820,ymiD,b4772,1344647.0,1344775.0,forward
RDBECOLIGNC02821,ynaN,b4773,1407989.0,1408036.0,forward
RDBECOLIGNC02822,yncP,b4774,1491876.0,1491944.0,forward
RDBECOLIGNC02823,mgtT,b4775,1622741.0,1622845.0,forward
RDBECOLIGNC02824,ynfU,b4776,1640805.0,1640975.0,forward
RDBECOLIGNC02825,mdtU,b4777,1673608.0,1673709.0,reverse
RDBECOLIGNC02826,yecV,b4778,1961837.0,1961881.0,reverse
RDBECOLIGNC02827,yoaM,b4779,2347350.0,2347385.0,reverse
RDBECOLIGNC02828,yodE,b4780,2470497.0,2470643.0,reverse
RDBECOLIGNC02829,evgL,b4781,2483729.0,2483758.0,forward
RDBECOLIGNC02830,pssL,b4782,2722702.0,2722743.0,forward
RDBECOLIGNC02831,yfiS,b4783,2725925.0,2725987.0,forward
RDBECOLIGNC02832,yqgG,b4784,3086145.0,3086288.0,reverse
RDBECOLIGNC02833,yqgH,b4785,3109317.0,3109400.0,reverse
RDBECOLIGNC02834,yqhJ,b4786,3111266.0,3111325.0,forward
RDBECOLIGNC02835,yqiM,b4787,3247668.0,3247751.0,forward
RDBECOLIGNC02836,yhgO,b4788,3573660.0,3573701.0,reverse
RDBECOLIGNC02837,yhgP,b4789,3573679.0,3573708.0,reverse
RDBECOLIGNC02838,yhiY,b4790,3630665.0,3630778.0,reverse
RDBECOLIGNC02839,yriA,b4791,3640612.0,3640686.0,reverse
RDBECOLIGNC02840,yriB,b4792,3640643.0,3640696.0,reverse
RDBECOLIGNC02841,ysaE,b4793,3720400.0,3720471.0,forward
RDBECOLIGNC02842,baxL,b4794,3737177.0,3737203.0,reverse
RDBECOLIGNC02843,yibX,b4795,3797772.0,3798014.0,reverse
RDBECOLIGNC02844,yibY,b4796,3798039.0,3798149.0,reverse
RDBECOLIGNC02845,yicU,b4797,3838642.0,3838701.0,reverse
RDBECOLIGNC02846,ysdE,b4798,3853766.0,3853840.0,reverse
RDBECOLIGNC02847,ysgD,b4799,4001218.0,4001274.0,forward
RDBECOLIGNC02848,ytgA,b4800,4486105.0,4486155.0,forward
RDBECOLIGNC02849,ykiE,b4801,4518372.0,4518440.0,forward
RDBECOLIGNC02850,ythB,b4802,4536597.0,4536695.0,forward
RDBECOLIGNC02851,speFL,b4803,720718.0,720822.0,reverse
RDBECOLIGNC02852,orzP,,2204402.0,2204484.0,forward
RDBECOLIGNC02853,rbsZ,b4804,3937045.0,3937278.0,forward
RDBECOLIGNC02854,raiZ,b4805,2737381.0,2737542.0,forward
RDBECOLIGNC02855,ipeX,,574367.0,574515.0,reverse
RDBECOLIGNC02856,malH,b4807,4242531.0,4242633.0,reverse
RDBECOLIGNC02857,chiZ,b4808,708236.0,708333.0,forward
RDBECOLIGNC02858,ispZ,b4809,194784.0,194844.0,forward
RDBECOLIGNC02859,ftsO,b4810,92485.0,92658.0,forward
RDBECOLIGNC02860,timR,b4811,2653356.0,2653455.0,reverse
RDBECOLIGNC02861,timP,b4812,2654001.0,2654126.0,forward
RDBECOLIGNC02862,narS,b4813,1279337.0,1279520.0,forward
RDBECOLIGNC02863,zbiJ,b4814,837435.0,837531.0,reverse
RDBECOLIGNC02864,ykfO,b4815,234288.0,234320.0,forward
RDBECOLIGNC02865,ymgN,b4816,1227368.0,1227427.0,forward
RDBECOLIGNC02866,ynhH,b4817,1755496.0,1755690.0,forward
RDBECOLIGNC02867,yoeJ,b4818,2079427.0,2079477.0,reverse
RDBECOLIGNC02868,ypeD,b4819,2512687.0,2512776.0,reverse
RDBECOLIGNC02869,yrfJ,b4820,3490132.0,3490185.0,reverse
RDBECOLIGNC02870,ytgB,b4822,4486043.0,4486099.0,forward
RDBECOLIGNC02871,ytiE,b4823,4568692.0,4568727.0,reverse
RDBECOLIGNC02872,ytjE,b4824,4640718.0,4640771.0,forward
RDBECOLIGNC02873,ytcB,b4821,4287611.0,4287667.0,forward
RDBECOLIGNC02874,aspX,b4825,4366839.0,4366951.0,reverse
RDBECOLIGNC02875,flgO,b4826,1140986.0,1141063.0,forward
RDBECOLIGNC02876,fliX,b4827,2001912.0,2002106.0,reverse
RDBECOLIGNC02877,motR,b4828,1977208.0,1977302.0,reverse
RDBECOLIGNC02878,uhpU,b4829,3845730.0,3845995.0,reverse
RDBECOLIGNC02879,aceK-int,b4830,4218879.0,4218963.0,forward
RDBECOLIGNC02880,allZ,b4831,533629.0,533863.0,forward
RDBECOLIGNC02881,bhsB,b4832,1169303.0,1169402.0,forward
RDBECOLIGNC02882,kilS,b4833,1418405.0,1418502.0,reverse
RDBECOLIGNC02883,xylZ,b4834,3729386.0,3729545.0,reverse
RDBECOLIGNC02884,sokE,b4835,607733.0,607792.0,reverse
RDBECOLIGNC02885,azuR,b4434,1987843.0,1988001.0,reverse
RDBECOLIGNC02886,spfP,b4837,4049917.0,4049964.0,forward
RDBECOLIGNC02887,fimR2,b4838,4543674.0,4543708.0,forward
RDBECOLIGNC02888,glnZ,b4836,4056428.0,4056621.0,reverse
RDBECOLIGNC02889,asflhD,b4839,1978176.0,1978395.0,forward
RDBECOLIGNC02890,stfZ,b4840,104948.0,105499.0,reverse
RDBECOLIGNC02891,ascrp,b4841,3485953.0,3486231.0,reverse
RDBECOLIGNC02892,asompR,b4842,3536438.0,3536775.0,forward
RDBECOLIGNC02893,asphoP,b4843,1190165.0,1190508.0,forward
RDBECOLIGNC02894,ameF,b4844,2911051.0,2911450.0,forward
RDBECOLIGNC02895,xtpA,b4845,345252.0,345434.0,forward
RDBECOLIGNC02896,yrdG,b4846,3438431.0,3438484.0,reverse
RDBECOLIGNC02897,ecnA,b4410,4376317.0,4376442.0,forward
RDBECOLIGNC02898,glcF,b4467,3124236.0,3125459.0,reverse
RDBECOLIGNC02899,csrB,b4408,2924156.0,2924524.0,reverse
RDBECOLIGNC02900,sraA,,458728.0,458784.0,reverse
RDBECOLIGNC02901,sraB,b4418,1146589.0,1146757.0,forward
RDBECOLIGNC02902,rprA,b4431,1770372.0,1770477.0,forward
RDBECOLIGNC02903,ryeA,b4432,1923066.0,1923337.0,forward
RDBECOLIGNC02904,micA,b4442,2814802.0,2814874.0,forward
